"age_x","age_y","credit_history","kids","household_income","outstanding_loan_amount","property_value","property_size","annual_interest_rate","monthly_payment","n","Default"
29,NA,0,0,2155,57432,226059,33.52,4.33,489,154,FALSE
35,31,1,3,9114,397960,688753,93.81,4.82,2296,298,TRUE
38,39,1,3,10463,98316,864874,118.33,4.46,2841,38,FALSE
33,29,1,1,5313,70606,301879,59.03,4.46,1040,79,FALSE
28,25,1,2,9474,427460,637049,101.7,5.02,3085,208,TRUE
33,NA,1,1,2749,66427,197986,40.07,5.29,712,121,FALSE
36,NA,0,1,2688,75637,214614,35.2,4.62,488,237,FALSE
36,35,1,1,13529,132655,496597,81.61,4.41,2819,52,FALSE
38,NA,1,1,7375,202699,348466,56.45,5.35,2235,117,FALSE
34,NA,0,0,5178,102160,357516,51.03,4.3,1557,75,FALSE
36,NA,1,1,4985,50823,213609,47.29,5.33,1588,35,FALSE
30,NA,0,0,2567,44710,161284,29.55,4.31,448,124,FALSE
28,35,0,3,4590,78163,195471,27.01,4.43,1355,65,TRUE
31,NA,1,2,8998,5346,674773,75.36,4.84,2331,3,FALSE
35,34,1,1,6707,129642,400612,53.28,4.31,1247,131,FALSE
32,NA,0,0,2017,66961,420130,60.01,4.24,583,148,FALSE
39,38,1,3,6752,201412,438869,62.11,4.66,1211,268,FALSE
34,30,0,2,5086,240989,358992,44.2,4.43,2451,123,TRUE
36,38,1,3,7195,253021,534759,85.63,4.43,1896,185,FALSE
29,NA,1,0,4408,25536,196997,29.09,5.2,1200,23,FALSE
37,33,1,2,6169,105152,269801,43.65,4.79,1336,95,TRUE
30,22,0,0,6367,98905,381732,70.21,5.47,2037,56,FALSE
25,22,1,2,3440,86664,432858,51.5,5.04,1695,58,TRUE
25,22,0,0,5847,166997,221604,32.46,4.13,1107,214,TRUE
33,25,1,1,6865,120746,255190,38.99,4.24,1867,74,FALSE
44,46,0,1,8022,322022,979501,120.14,4.3,1891,264,FALSE
36,35,1,2,8990,154474,505162,69.03,4.83,3482,49,TRUE
39,35,1,2,8308,47449,478836,69.73,4.54,2295,22,FALSE
42,42,1,3,6829,274403,635169,106.34,4.26,1674,247,TRUE
36,32,1,2,8756,170659,854720,133.55,4.99,2212,94,FALSE
38,35,1,3,10494,275788,726469,113.21,4.49,3620,90,FALSE
37,37,1,2,12230,187156,1093034,148.51,5.15,3414,63,FALSE
29,24,1,1,7399,145145,460542,80.43,4.4,1021,202,FALSE
43,43,0,3,6039,131679,617440,90.76,4.93,1852,85,TRUE
28,28,0,1,5051,237559,419252,57.78,4.89,1297,338,TRUE
26,22,1,1,7670,184200,625115,80.66,4.78,2612,83,FALSE
36,33,1,3,9011,159559,405089,67.09,5.05,1857,107,FALSE
37,39,1,2,8866,203127,364764,56.04,4.29,2625,91,FALSE
38,35,1,2,8578,106816,581307,86.84,4.66,1937,63,FALSE
28,31,0,0,3648,93379,212083,38.95,5.06,1339,83,TRUE
35,35,1,2,9484,196757,330781,47.78,4.53,2449,96,FALSE
38,33,1,3,7626,134061,235844,39.96,4.25,1595,100,TRUE
41,NA,0,3,4456,86747,456653,66.22,5.14,820,142,FALSE
42,38,1,2,9555,385090,707342,111.41,4.54,2219,284,FALSE
28,NA,0,1,2439,185994,211948,40.51,4.24,1008,300,TRUE
29,29,0,2,4297,112417,193672,32.15,5.44,714,277,TRUE
33,30,1,2,8861,299815,744820,112.29,5.24,1722,328,FALSE
29,25,1,2,5121,169925,397972,63.12,4.79,1138,228,FALSE
33,35,1,2,10291,316905,613853,101.48,4.17,2519,166,FALSE
31,24,0,1,3565,69864,137722,26.68,4.53,708,124,FALSE
33,29,1,2,6302,210483,396556,51.79,4.97,1343,254,TRUE
35,33,1,1,5511,83611,304425,45.73,4.85,1298,75,FALSE
27,25,1,1,4497,71816,184379,29.16,5.01,1170,72,FALSE
26,22,1,2,6709,101712,260490,37.54,5.25,902,156,FALSE
43,NA,0,0,4376,64316,280390,43.27,4.16,1124,64,FALSE
35,NA,1,2,7722,121439,541369,82.3,4.9,1317,116,FALSE
34,NA,0,2,2636,98435,191076,25.61,4.65,1034,120,TRUE
30,29,0,1,5133,118683,220120,27.3,4.63,1665,84,TRUE
35,40,1,1,10386,72136,493100,86.6,4.7,2449,32,FALSE
27,24,1,2,6720,142102,328368,48.77,4.85,2629,62,FALSE
33,32,0,2,6140,119024,398664,58.8,4.96,2334,58,TRUE
40,NA,1,0,4681,139887,383066,56.86,4.14,1180,153,FALSE
36,33,1,2,8269,219109,592453,75.8,5.15,1982,151,TRUE
48,50,1,1,9048,45653,488698,59.1,5.08,2273,22,FALSE
22,22,1,1,9311,33914,894525,111.69,4.54,2266,16,FALSE
38,39,1,3,4782,217077,344316,48.21,4.34,1407,227,TRUE
34,31,1,1,8509,92561,301321,35.91,4.94,1414,77,FALSE
39,33,0,1,5848,56908,277638,56.8,4.24,1289,49,FALSE
33,31,1,1,9027,205640,550237,116.28,4.59,1985,133,FALSE
31,25,1,3,5829,83200,237957,29.14,4.73,1498,63,FALSE
42,NA,1,1,7001,89556,441894,56.4,4.89,1341,79,FALSE
31,32,1,1,8638,77630,390301,57.66,4.37,2817,30,FALSE
42,46,1,2,13695,607573,1239778,121.69,4.23,5743,133,TRUE
35,31,0,3,10073,349003,834970,101.95,4.24,2673,176,FALSE
36,NA,0,2,6617,117091,238450,29.99,4.71,1160,129,FALSE
33,NA,1,2,5440,82763,285926,41.04,4.77,1502,63,FALSE
36,NA,0,2,4575,2816,229848,42.89,4.47,753,4,FALSE
31,NA,0,3,5589,74233,177097,32.82,4.85,1551,54,TRUE
39,NA,0,2,2311,107530,186931,38.4,4.2,566,313,FALSE
30,33,1,3,3171,32084,205212,35.51,4.32,975,36,TRUE
30,NA,1,1,3437,61486,310001,38.94,4.69,723,104,FALSE
37,NA,0,2,3786,112327,279547,48.71,4.41,999,146,TRUE
40,NA,0,1,3351,52700,210042,31.59,5.28,741,86,FALSE
31,29,1,2,4831,26254,284168,42.35,4.26,1044,27,FALSE
39,45,1,2,10637,249719,422267,67.24,4.8,2939,105,FALSE
30,29,0,1,7232,69858,450193,56.26,5.54,1770,44,FALSE
39,36,1,2,7452,81874,420544,71.17,4.44,1753,52,FALSE
32,31,1,1,6960,42822,505805,64.36,4.42,1933,24,FALSE
39,35,1,1,7225,161054,188037,41.2,4.69,1619,127,TRUE
39,NA,1,0,6827,85522,431451,57.04,4.96,1338,75,FALSE
31,31,0,2,6174,244378,530210,70.18,4.72,2025,164,TRUE
28,NA,1,0,4354,19849,190146,42.33,4.56,967,22,FALSE
35,32,0,2,6206,92013,304602,47.05,4.88,1077,106,FALSE
37,35,0,3,7216,174381,495830,77.22,4.61,2508,82,TRUE
44,41,1,2,13318,402438,582678,103.33,4.63,2942,195,FALSE
33,35,1,2,9272,205945,363128,68.36,5.46,1967,143,FALSE
35,33,1,2,8746,302460,460171,65.18,4.53,1805,266,FALSE
25,NA,0,1,2511,22709,409679,74.65,4.99,698,36,FALSE
35,36,1,2,6742,218782,415927,63.92,4.2,1724,169,FALSE
39,34,1,3,8825,225923,905688,103.78,5.61,2291,133,FALSE
32,30,1,1,8855,184090,616421,97.12,5.19,2231,103,FALSE
41,NA,0,1,3904,174761,244366,33.22,4.44,904,341,FALSE
37,39,0,2,6350,191656,253333,40.88,5.09,1700,154,TRUE
46,42,0,2,7193,65784,334263,50.47,4.78,2122,34,TRUE
35,33,1,1,7469,67208,498923,77.03,4.35,2265,32,FALSE
38,NA,1,2,7649,314645,423554,73.33,4.55,1723,312,FALSE
33,NA,1,2,6408,297150,433657,58.35,5.73,2022,254,TRUE
34,36,1,2,8872,77529,530223,83.79,5.46,2137,40,FALSE
37,35,1,1,8490,349196,735190,124.82,4.49,2274,229,FALSE
39,36,0,2,5525,116046,175002,31.43,4.81,1114,136,TRUE
34,NA,0,2,3672,29747,139737,25.11,4.78,1209,26,TRUE
26,NA,1,1,4011,203282,324986,42.36,4.53,1041,355,FALSE
38,35,1,3,14136,325535,901477,140.68,5.21,3145,138,FALSE
40,39,1,1,7352,213687,337734,70.7,4.41,1883,148,FALSE
33,NA,1,1,3119,120404,316873,42.34,4.48,906,184,FALSE
38,36,1,2,10043,141035,349174,58.4,5.09,2156,77,FALSE
40,NA,1,2,5365,139544,241623,48.18,4.39,1380,127,FALSE
28,NA,0,0,2068,25475,250449,35.22,4.84,296,106,FALSE
39,33,1,3,7491,22717,361373,54.44,5.28,2177,11,FALSE
38,41,1,3,6416,138688,339276,42,4.55,1793,92,FALSE
28,23,0,2,6695,194432,432876,70.57,4.98,1285,239,FALSE
41,NA,0,2,3696,105665,260487,43.22,4.97,1206,110,TRUE
29,27,0,1,6705,36409,395839,64.27,4.56,1268,31,FALSE
29,33,1,2,8471,260199,645570,89.65,4.57,2013,179,FALSE
41,NA,1,1,8447,316982,851416,144.21,4.52,1807,288,FALSE
48,48,1,2,13345,108997,577249,82.95,4.9,3367,35,FALSE
39,31,1,2,4719,128980,277308,41.82,4.78,903,212,FALSE
45,51,1,3,8179,142644,312096,50.16,4.28,1842,91,FALSE
42,NA,1,2,12574,266303,885914,151.49,5.15,2704,129,FALSE
39,37,0,3,5790,138291,365821,63.04,4.52,2014,80,TRUE
43,43,1,2,7647,146544,312519,45.73,4.34,1853,94,FALSE
38,36,1,2,15492,145501,713200,124.62,4.49,3332,48,FALSE
37,NA,0,2,2967,70104,250516,35.17,5.16,416,301,FALSE
41,38,1,3,10434,251098,781469,119.09,4.27,2696,114,FALSE
27,NA,0,1,2027,30370,167255,26.54,5.11,511,69,FALSE
37,34,1,2,13387,261832,775274,171.18,5.21,2805,120,FALSE
32,34,1,1,5404,334205,385766,40.77,4.12,2167,220,TRUE
35,32,1,2,6677,98033,340009,64.85,4.9,2073,53,FALSE
36,31,1,1,4725,109722,288785,45.6,4.45,786,197,FALSE
38,33,1,3,8994,357909,680264,122.57,4.46,2137,263,FALSE
29,NA,0,0,4030,193551,257815,42.72,5.38,1147,316,FALSE
36,37,1,2,8250,195141,390657,69.81,4.86,2105,117,TRUE
31,32,1,2,9615,180577,544944,96.11,5.04,2270,98,FALSE
35,31,1,1,8825,18044,160254,25.69,4.24,2007,10,FALSE
40,35,1,2,6459,512884,624082,91.24,5,2771,355,TRUE
35,32,0,2,10835,237012,775033,114.99,4.27,2396,123,FALSE
31,32,1,2,6942,197274,1173868,170.67,4.7,2375,101,FALSE
40,41,1,1,15568,273324,1395591,209.14,4.84,3136,108,FALSE
38,34,1,1,13497,553328,899787,200.98,4.46,3221,275,FALSE
25,30,1,1,6968,84023,332051,39.91,4.26,1528,62,FALSE
33,28,0,1,10619,211819,656986,105.32,4.77,2554,101,FALSE
33,29,1,0,10823,215219,711154,96.05,4.78,2516,105,FALSE
26,NA,0,0,2049,21069,150585,25.01,5.38,844,27,FALSE
36,32,1,1,5953,95745,431460,51,4.5,1390,80,FALSE
36,NA,1,0,2589,104882,312224,37.64,5.23,750,217,FALSE
44,NA,0,1,3339,171109,255653,38.56,4.67,1229,201,TRUE
29,26,1,3,11839,207874,565906,79.84,5.31,2802,91,FALSE
41,38,1,2,11983,112934,412977,72.99,5.32,2826,45,FALSE
35,38,1,2,16352,422511,731676,133.25,4.87,3812,148,FALSE
38,39,1,2,22184,469601,1659844,242.49,4.58,5460,105,FALSE
30,NA,0,2,3381,81216,451514,68.64,5.64,734,157,FALSE
29,27,1,2,6006,62251,288689,71.44,5.36,1619,43,FALSE
38,35,0,1,4986,267770,590678,64.26,5.13,1641,281,TRUE
42,NA,1,1,6685,113057,427806,75.08,5.36,1167,128,FALSE
32,NA,0,1,5480,146003,372990,58.08,4.71,922,249,FALSE
31,28,1,1,7298,41422,599295,68.94,4.99,1691,26,FALSE
36,32,1,1,8284,85867,585632,99.75,5.03,1722,57,FALSE
30,25,1,3,6981,58972,272467,46.88,4.54,1588,41,FALSE
25,19,1,1,6050,209172,489802,56.17,5.17,2268,118,TRUE
36,NA,0,1,4260,62960,531278,73.31,5.52,1291,56,FALSE
33,36,1,1,9925,353388,912921,133.39,4.8,2685,188,FALSE
37,NA,1,3,4941,129287,357244,52.59,5.35,1201,147,FALSE
32,30,0,2,8008,130170,408299,70.64,5.24,1745,91,FALSE
32,29,0,1,5632,132107,280526,38.25,4.63,1213,142,FALSE
28,21,0,2,5046,63773,383846,54.4,4.58,1020,72,FALSE
35,34,1,0,5453,384708,489707,75.12,4.84,2083,340,TRUE
40,43,1,3,8000,276194,522855,92.82,4.79,2018,199,TRUE
39,35,1,2,8953,197903,568940,77.04,5.08,2283,109,FALSE
29,27,1,2,5039,222663,494552,70.04,5.15,1324,299,FALSE
36,34,0,1,6374,105613,276342,49.11,5.04,1874,65,TRUE
33,33,1,2,12565,461275,584442,89.46,4.61,4273,140,TRUE
36,33,1,3,8863,265226,305778,60.24,5.25,2218,170,TRUE
31,31,1,2,6275,214000,295454,49.95,4.95,1548,206,TRUE
39,35,0,2,7535,148125,426157,48.86,5.02,2153,82,FALSE
46,38,1,1,7560,297464,624067,88.17,4.49,2004,218,FALSE
41,40,1,2,4838,215847,304649,44.67,4.83,1202,320,FALSE
26,22,1,0,8659,176359,311738,54.99,4.44,2317,90,FALSE
36,35,1,1,8288,161936,647579,136.88,4.95,2168,90,FALSE
33,37,1,2,10900,134295,542431,79.06,4.56,3262,45,FALSE
26,28,1,2,4867,43099,397372,46.46,5.14,1137,42,FALSE
32,32,1,2,10718,506998,808628,110.68,4.31,2789,296,FALSE
32,NA,1,0,3556,46411,207931,26.61,4.83,1451,35,FALSE
42,39,0,3,10150,228630,499298,101.69,5.3,2687,107,TRUE
34,33,1,2,12871,269110,647344,83.11,4.53,3253,100,FALSE
35,24,0,2,5714,83213,593340,103.1,4.86,1237,79,FALSE
40,41,1,1,15383,524094,904796,153.72,4.53,3171,260,FALSE
34,30,1,0,9148,34934,463150,79.62,4.45,2525,15,FALSE
29,23,1,2,6326,127293,191497,31.27,4.67,1847,81,TRUE
37,NA,1,2,12674,343991,748200,112.97,4.75,3610,120,FALSE
34,39,1,2,15700,39711,1127474,172.74,4.34,2828,15,FALSE
32,32,1,3,7563,88793,371960,59.06,5.03,1206,89,FALSE
37,32,1,3,12876,392112,901994,135.11,4.86,4087,122,TRUE
28,30,1,3,12318,152565,804995,115.81,4.47,2845,60,FALSE
31,NA,1,1,7303,59525,160603,30.4,4.12,1614,40,FALSE
31,28,1,3,6601,15076,350337,58.37,4.48,1620,10,FALSE
34,34,1,1,13510,566410,973601,148.46,5.12,3594,263,FALSE
30,NA,0,1,3985,99259,229437,48.1,4.16,711,192,FALSE
32,33,1,2,6510,95105,280564,38.87,5.09,986,125,FALSE
32,NA,0,1,4865,128147,605039,92.94,4.32,675,321,FALSE
33,34,0,2,12061,92383,522728,94.68,5.62,3596,28,FALSE
26,NA,1,2,3832,201402,421161,68.05,4.77,1533,187,TRUE
34,36,1,1,6173,241834,387742,75.79,5.6,1436,332,FALSE
30,27,1,1,7790,156265,455074,68.68,4.49,2254,81,FALSE
33,31,1,2,7776,314456,1060054,130.42,4.86,1688,348,FALSE
37,31,1,1,14087,600592,985154,162.97,4.45,3702,249,FALSE
31,NA,0,2,3494,49499,155418,30.29,4.86,475,136,FALSE
32,NA,0,1,3710,113053,244432,39.45,4.5,1048,139,TRUE
29,NA,0,1,3092,107660,269655,34.62,4.39,807,184,FALSE
35,39,1,3,11521,155123,435587,82.89,4.6,2800,63,FALSE
34,NA,0,1,6126,57731,433187,64.52,4.67,1672,38,FALSE
39,NA,0,2,6321,152254,545374,101.07,4.64,1435,137,FALSE
36,36,1,1,8697,323823,501965,84.82,4.38,3086,133,FALSE
32,34,1,2,5731,51160,470928,69.52,4.57,1201,47,FALSE
28,30,1,2,7671,262292,529937,89.05,5.84,2111,192,FALSE
45,46,1,3,14529,280276,1222944,170.85,4.72,3445,99,FALSE
41,NA,1,1,5871,285244,406125,66.72,4.17,1593,281,TRUE
43,44,1,3,10823,90825,601454,97.04,4.88,2477,40,FALSE
41,41,1,1,13506,219498,1048888,181.5,4.9,3629,70,FALSE
41,36,1,3,7933,303420,490163,96.66,4.69,1611,342,TRUE
32,27,1,2,4663,176635,275890,42.86,4.07,1173,212,FALSE
27,31,1,3,8731,520299,776444,124.47,4.47,2823,313,TRUE
31,26,0,3,2696,195301,306569,45.23,4.09,987,330,TRUE
36,NA,0,0,4062,168774,279966,47.18,4.24,945,283,FALSE
44,44,1,3,15068,184455,1300766,165.03,5.05,3323,64,FALSE
32,27,0,2,6934,118207,413142,71.17,5.05,1423,103,FALSE
40,40,0,2,7520,195824,941557,128.47,4.95,1823,143,FALSE
43,45,1,2,11714,368874,540496,100.52,4.6,1931,345,TRUE
38,32,1,1,12933,341520,861701,163.17,5.79,2208,285,FALSE
32,NA,0,0,3613,43218,299632,41.42,4.46,597,85,FALSE
34,33,1,1,9859,290983,611076,85.31,4.07,2579,143,FALSE
31,32,0,2,4251,212846,300758,41.9,4.27,1239,267,TRUE
36,29,0,3,5320,154377,273804,40.66,4.57,895,282,FALSE
43,39,0,3,10300,181918,294224,67.7,4.83,2979,71,TRUE
35,37,0,3,6918,304759,665439,89.01,5.05,2635,159,TRUE
48,NA,1,1,6012,345597,654687,111.55,4.66,1975,294,TRUE
31,26,1,1,8481,152289,281300,42.39,4.28,2453,71,FALSE
28,20,1,1,11195,450740,625991,113.61,4.88,3664,171,TRUE
36,34,1,2,12344,336707,894996,143.59,4.5,2478,191,FALSE
34,34,1,2,10070,388248,982881,107.36,4.52,2545,228,FALSE
31,30,0,1,5709,27943,181028,28.29,4.47,1305,23,FALSE
33,34,1,2,15040,446259,637238,110.67,5.33,3728,172,FALSE
28,24,1,0,5709,180975,446270,82.05,5.01,1390,189,FALSE
45,43,1,3,6452,266734,778300,133.02,4.31,1787,215,FALSE
36,37,0,1,6957,227280,371887,52.72,4.86,1501,236,FALSE
39,41,1,2,7315,124107,512914,94.13,4.28,1442,103,FALSE
37,35,0,2,9851,357706,933075,152.14,5.62,3344,149,TRUE
40,40,1,2,9446,271022,340402,51.25,5.21,2384,158,TRUE
27,27,1,3,9421,149856,721618,120.39,4.96,2311,76,FALSE
25,24,1,1,3482,35463,267501,35.94,4.81,871,45,FALSE
31,33,1,3,8916,129622,381604,53.03,4.22,2856,50,TRUE
39,40,1,3,8686,330289,513631,66.74,4.1,1742,306,FALSE
34,NA,0,0,5196,83149,385877,59.32,4.86,1314,74,FALSE
33,35,0,2,6759,286285,706110,98.03,5.2,2276,183,FALSE
36,NA,0,1,3526,149806,339209,65.02,4.76,917,264,FALSE
39,NA,0,3,4730,122950,290302,50.26,4.7,1389,109,TRUE
31,28,1,1,6098,175463,264572,41.32,4.47,2402,86,TRUE
47,43,1,2,8880,200784,263285,46.99,5.51,1884,147,FALSE
30,26,1,2,8396,242190,336837,66.74,5.27,2301,142,TRUE
40,38,1,2,7658,288861,366523,73.1,4.51,1704,271,FALSE
28,NA,0,1,2675,92641,403324,57.12,4.3,565,248,FALSE
41,38,0,2,4183,108655,385622,54.29,4.44,1759,71,TRUE
35,36,1,2,9428,387063,616656,92.8,5.16,2565,244,FALSE
35,31,1,1,8180,43592,271041,50.1,4.4,1537,31,FALSE
40,40,1,3,9568,422172,727281,100.62,5.54,2484,334,TRUE
35,NA,1,0,4899,138251,389453,55.66,4.97,1446,122,FALSE
31,27,0,2,7188,79496,176565,25.84,5.39,1027,96,FALSE
33,NA,1,0,4947,42459,219119,32.97,5.32,1458,32,FALSE
32,33,1,2,9260,375801,768461,86.48,4.97,2467,242,TRUE
38,39,0,2,5893,68984,618182,94.02,4.64,1466,53,FALSE
38,34,1,2,8429,242374,1174187,137.67,5.59,1977,183,FALSE
33,NA,0,0,2697,59630,192051,26.33,5.19,768,95,FALSE
41,39,1,1,14503,408853,1122447,149.52,5.47,4434,120,FALSE
42,42,1,2,16691,907537,1031939,132.64,4.6,5179,292,TRUE
30,22,0,2,5618,103120,263438,44.94,4.71,1896,62,TRUE
36,30,0,2,7263,55545,356844,61.44,4.75,1918,31,FALSE
44,NA,1,1,2312,37640,282971,42.09,5.05,826,51,FALSE
29,30,1,0,10222,418239,795180,118.26,4.67,3163,187,TRUE
32,35,1,1,7156,129165,540493,75.88,5.24,1562,103,FALSE
34,35,1,3,4566,93920,324699,48.93,4.19,524,283,FALSE
45,NA,0,2,4770,169502,287218,36.06,5.38,1338,188,FALSE
34,32,0,2,6633,253077,573255,95.75,4.87,1796,210,FALSE
36,NA,0,0,3227,64866,230375,40.36,4.68,805,97,FALSE
33,34,1,2,13140,550186,980419,140.16,4.62,4189,184,TRUE
38,NA,0,0,7720,139070,306547,40.57,4.87,2947,53,FALSE
43,38,1,3,19689,250124,1587960,230.54,5.12,4848,59,FALSE
34,38,1,2,9656,373979,709171,137.25,4.69,2205,279,FALSE
42,40,1,1,12814,528331,740891,105.3,5,3060,306,FALSE
34,NA,0,1,3463,99230,199132,29.44,4.52,755,182,FALSE
33,NA,0,0,5322,24449,218813,33.31,4.7,1488,18,FALSE
32,23,1,0,11737,167370,770018,146.95,4.33,2872,66,FALSE
40,44,0,1,5492,55455,229759,38.68,4.68,1895,32,FALSE
49,NA,1,2,9146,306637,739550,117.11,4.31,2071,212,FALSE
44,44,1,2,14748,545406,887939,139.11,4.35,3824,202,FALSE
32,29,1,3,4762,114084,340821,47.31,5.72,1715,81,FALSE
37,NA,1,0,8799,90833,465468,93.43,5.3,2421,42,FALSE
37,33,1,3,4883,58579,264348,39.98,5.06,1697,38,TRUE
37,34,0,3,5253,152086,190224,30.47,5.93,1263,184,TRUE
32,28,1,1,8781,99026,670186,107.35,5.03,2091,53,FALSE
32,27,0,2,7230,65294,347142,50.42,4.51,2197,32,FALSE
41,41,1,3,10463,232077,622784,107.86,5.2,2835,102,FALSE
30,29,0,2,6726,117646,418122,56.29,5,1709,82,FALSE
36,31,1,3,10303,324086,677409,67.15,4.72,2309,205,FALSE
42,36,0,1,10304,501348,1209841,161.83,4.33,2621,326,FALSE
33,NA,1,0,2130,70700,216967,30.49,4.91,546,185,FALSE
41,40,0,2,5996,96490,275958,45.5,4.8,1807,61,FALSE
32,32,0,0,6766,137854,456656,77.36,4.2,2098,75,FALSE
33,NA,0,0,3415,64781,155352,25.48,4.46,986,76,FALSE
37,34,1,2,5561,228145,572344,101.75,4.09,1129,344,FALSE
31,NA,1,0,6264,53206,562537,62.98,5.02,1032,59,FALSE
36,30,1,3,5235,284026,329085,51.98,4.83,1927,224,TRUE
39,40,1,2,11147,107046,897317,104.79,5.08,2820,42,FALSE
33,NA,1,1,4977,131651,446038,68.78,4.59,1080,165,FALSE
37,35,0,2,5132,136466,278240,48.55,5.41,1082,187,FALSE
43,NA,0,2,4396,5646,215946,36.33,4.38,1690,4,FALSE
35,33,1,2,8499,308393,385197,67.96,4.86,2051,233,FALSE
32,31,1,1,12535,325877,680046,117.31,4.1,2982,138,FALSE
32,30,0,1,8542,61108,677754,83.16,4.45,2015,33,FALSE
44,38,0,2,7156,230079,650762,94,4.46,2388,120,TRUE
37,34,1,2,5817,129895,298126,50.84,4.72,1941,78,TRUE
37,NA,0,3,4035,123478,186590,26.96,4.24,743,251,FALSE
33,33,1,3,6541,195902,282992,55.85,5.01,2119,118,TRUE
25,20,1,2,5260,21587,190642,31.88,5.3,1274,18,FALSE
43,NA,1,0,9653,73672,820069,123.43,5.66,1753,47,FALSE
34,31,1,1,7477,110073,544495,91.96,5.37,2631,47,FALSE
28,NA,0,1,2187,30014,182863,28.51,4.84,467,75,FALSE
32,26,0,2,3581,143512,391737,34.07,4.92,1091,190,TRUE
36,33,1,3,10911,274244,808637,149.14,5.24,3502,97,FALSE
40,NA,1,2,7137,147855,252568,36.62,5.13,2090,85,FALSE
37,39,1,3,12478,339070,695214,96.29,4.82,3154,142,FALSE
38,36,1,2,7392,122147,277135,34.59,4.42,1503,97,FALSE
25,27,1,3,5945,34376,342271,58.15,4.55,2385,15,TRUE
24,19,1,0,8973,43335,191314,35.58,5.22,2489,19,FALSE
32,33,1,1,7434,226345,626379,86.29,4.75,1746,183,FALSE
29,22,1,2,4124,29924,168042,26.48,5.52,1348,24,FALSE
31,32,1,3,12791,265673,579737,95.07,4.91,3281,99,FALSE
37,NA,1,0,2152,74196,235855,36.51,4.16,501,209,FALSE
38,NA,0,1,4425,117633,237263,45.61,4.8,1391,104,TRUE
36,37,1,1,9762,306825,614317,60.18,4.01,2175,192,FALSE
35,32,0,2,10302,85156,283913,62.33,4.31,2455,38,FALSE
32,29,1,2,7824,157561,553530,72.14,4.34,1428,142,FALSE
35,NA,1,2,6107,188231,473970,89.75,4.94,1662,153,FALSE
47,42,1,3,17199,265438,1041066,148.83,5.02,5118,59,FALSE
39,36,1,2,5080,88557,466283,72.18,5.21,1101,100,FALSE
43,37,1,2,15999,970658,1482943,288.23,5.31,5495,345,FALSE
30,26,1,2,2656,13615,269655,37.01,5.19,934,16,TRUE
34,32,0,1,6219,201829,640240,81.29,4.67,1332,230,FALSE
32,27,0,2,7710,85116,421530,59.8,4.37,1650,58,FALSE
33,30,0,2,5293,200344,386028,53.26,4.24,1081,302,TRUE
34,31,1,2,8257,27340,222540,29.27,4.81,1670,17,FALSE
34,31,1,1,6000,222490,363798,66.85,4.36,1344,254,FALSE
38,31,0,2,6835,74623,454129,60.81,4.91,1702,49,TRUE
40,36,1,1,8161,215421,792535,103.64,5.11,2235,125,FALSE
35,32,1,0,10512,276093,511723,81.11,4.72,2560,141,FALSE
35,40,1,3,8349,64386,585692,78.49,4.49,1875,37,FALSE
21,13,0,0,3902,100200,231143,42.67,5.37,1233,102,TRUE
29,27,0,2,5330,36640,225188,36.61,4.78,1055,38,FALSE
31,30,1,3,5148,168130,259873,33.3,5.35,998,313,TRUE
28,22,0,1,4826,49951,230366,29.5,4.62,946,60,FALSE
35,35,0,1,6111,202974,548122,88.08,4.29,2014,126,FALSE
34,34,1,1,13095,350682,875869,131.67,4.28,3095,146,FALSE
30,NA,1,1,4006,217041,330816,50.01,4.5,1321,256,TRUE
33,NA,1,2,3839,132569,238232,33.18,5.02,756,317,FALSE
24,24,1,1,6306,19839,565910,74.56,5.29,1366,16,FALSE
41,34,1,2,11533,495602,622723,85.81,4.33,2509,347,FALSE
31,33,1,0,12574,380898,735257,128.25,4.28,3700,129,FALSE
33,NA,0,1,6159,87044,279435,37.91,4.45,1294,78,FALSE
38,NA,1,0,6924,258337,382066,54.14,4.76,1612,256,FALSE
36,NA,1,1,7660,279218,504169,61.03,5.25,2055,207,FALSE
35,NA,1,2,2285,33254,169010,27.37,4.54,686,54,TRUE
27,28,0,1,2420,69023,208735,26.03,5.09,644,144,FALSE
37,32,1,3,6541,96821,202013,32.03,5.16,1156,105,FALSE
33,30,1,1,5194,67471,517348,88.36,5.28,916,90,FALSE
37,33,1,1,15440,447816,835610,135.96,4.66,4072,144,FALSE
38,32,1,1,6075,354848,500755,66.29,4.96,2446,222,TRUE
34,28,1,2,15732,242067,1357727,162.68,4.67,3854,73,FALSE
34,29,1,2,11847,143307,602660,91.05,4.53,2308,71,FALSE
28,29,0,1,5781,139779,435996,52.88,4.51,838,263,FALSE
31,35,1,2,5227,46141,421887,57.69,4.96,1228,41,FALSE
31,25,1,1,7968,140305,493561,56.64,4.26,1870,88,FALSE
34,NA,0,2,4883,233718,329862,41.76,5.14,1340,322,TRUE
34,NA,1,1,4850,142750,255889,37.15,4.53,2209,75,TRUE
36,39,0,2,7622,140645,265192,53.65,4.24,1880,88,FALSE
37,35,1,2,15218,523886,702034,138.25,4.15,3672,197,FALSE
34,NA,1,1,7907,154950,520758,87.2,5.2,1353,159,FALSE
29,28,1,2,6155,66789,279280,34.98,4.71,2311,31,TRUE
30,32,1,3,4480,23252,314090,57.61,4.34,904,28,FALSE
